MUNICIPIO,ESTADO,POPULACAOESTIMADA,MARGEMDECORTE,POPULACAOAPTA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
CERQUILHO,SP,34769,19.21,28090,28557,6860,17471
CESÁRIO LANGE,SP,14005,19.21,11315,10575,2715,6121
CHARQUEADA,SP,14356,19.21,11598,10231,2842,6220
PIRACICABA,SP,358108,19.21,289315,239692,66935,139075
CHAVANTES,SP,12226,19.21,9877,7317,2625,3798
CLEMENTINA,SP,6081,19.21,4913,3810,1267,2197
COLINA,SP,16989,19.21,13725,11171,4739,4967
COLÔMBIA,SP,6073,19.21,4906,4278,1918,1955
CONCHAL,SP,23352,19.21,18866,17704,4435,11423
CONCHAS,SP,15473,19.21,12501,9781,2598,5867
CORDEIRÓPOLIS,SP,19309,19.21,15600,15751,4790,8858
COROADOS,SP,4881,19.21,3943,3336,985,2073
CORONEL MACEDO,SP,5277,19.21,4263,2943,1672,976
TAQUARITUBA,SP,22170,19.21,17911,14261,5974,6453
CORUMBATAÍ,SP,3935,19.21,3179,2758,710,1647
COSMORAMA,SP,6951,19.21,5616,5583,2066,3077
COSMÓPOLIS,SP,53561,19.21,43272,35839,13507,17726
COTIA,SP,172823,19.21,139624,149300,65283,57580
CRAVINHOS,SP,29377,19.21,23734,20680,5988,11579
CRISTAIS PAULISTA,SP,7005,19.21,5659,5775,2193,2863
CRUZÁLIA,SP,2368,19.21,1913,1660,560,917
CRUZEIRO,SP,76098,19.21,61480,46432,16148,22497
CUNHA,SP,22951,19.21,18542,14051,5642,6496
CUBATÃO,SP,120271,19.21,97167,74357,34848,29477
DESCALVADO,SP,29533,19.21,23860,19406,5151,10961
DIVINOLÂNDIA,SP,11246,19.21,9086,7752,2168,4445
DOBRADA,SP,7664,19.21,6192,5171,2634,1919
DIADEMA,SP,386779,19.21,312479,271899,144525,84519
DOIS CÓRREGOS,SP,24384,19.21,19700,14444,4417,8201
DOLCINÓPOLIS,SP,2181,19.21,1762,1738,994,586
DOURADO,SP,8751,19.21,7070,5563,2074,2598
DRACENA,SP,42107,19.21,34018,26553,6933,16753
ALTO PARAÍSO,RO,16758,22.52,12984,8627,2042,6020
DUARTINA,SP,12381,19.21,10003,7905,2915,4023
DUMONT,SP,7557,19.21,6105,5749,1888,3232
ECHAPORÃ,SP,6247,19.21,5047,4022,1377,2248
ELDORADO,SP,14038,19.21,11341,8221,3509,3975
ELIAS FAUSTO,SP,14521,19.21,11732,11094,3224,6503
EMBU-GUAÇU,SP,59083,19.21,47733,42015,18458,15845
ESTRELA D'OESTE,SP,8590,19.21,6940,5542,1649,3180
ESTRELA DO NORTE,SP,2454,19.21,1983,2196,1128,849
FARTURA,SP,14601,19.21,11796,9974,4143,4514
EMBU DAS ARTES,SP,237318,19.21,191729,164565,83277,53933
FERNANDO PRESTES,SP,5212,19.21,4211,3976,1229,2277
FERNANDÓPOLIS,SP,61392,19.21,49599,39951,13603,21512
FLORA RICA,SP,2019,19.21,1631,1145,563,509
FLOREAL,SP,2907,19.21,2349,2139,862,1045
FERRAZ DE VASCONCELOS,SP,168897,19.21,136452,106791,52030,37178
FLÓRIDA PAULISTA,SP,12660,19.21,10228,5908,2054,3290
MARIÁPOLIS,SP,3786,19.21,3059,2658,1037,1326
FLORÍNEA,SP,2860,19.21,2311,2130,1021,905
FRANCISCO MORATO,SP,146634,19.21,118466,101537,55240,31939
FRANCA,SP,319094,19.21,257796,192307,61466,103412
PATROCÍNIO PAULISTA,SP,12183,19.21,9843,10649,3709,5536
FRANCO DA ROCHA,SP,121451,19.21,98120,82556,40231,29718
GABRIEL MONTEIRO,SP,2638,19.21,2131,2095,546,1308
GÁLIA,SP,6812,19.21,5503,3916,1838,1609
GASTÃO VIDIGAL,SP,3863,19.21,3121,2326,1229,879
GARÇA,SP,42218,19.21,34108,26479,7518,15286
GENERAL SALGADO,SP,10626,19.21,8585,6421,2130,3632
GETULINA,SP,10515,19.21,8495,5535,2230,2713
GLICÉRIO,SP,4398,19.21,3553,2984,1178,1556
GUAIÇARA,SP,10357,19.21,8367,6419,2384,3298
GUAIMBÊ,SP,4752,19.21,3839,3570,1560,1549
GUAÍRA,SP,36544,19.21,29524,21151,7224,11247
GUAPIARA,SP,20056,19.21,16203,10943,5763,4034
GUARÁ,SP,18611,19.21,15036,11509,5445,4806
GUARAÇAÍ,SP,8505,19.21,6871,5050,1666,2877
GUARACI,SP,9045,19.21,7307,6435,3091,2682
GUARANI D'OESTE,SP,1963,19.21,1586,1346,661,541
GUARANTÃ,SP,6410,19.21,5179,3897,1409,2102
GUARAREMA,SP,24854,19.21,20080,20198,6456,10917
GUARARAPES,SP,28662,19.21,23156,18728,5512,11024
RIO CRESPO,RO,3174,22.52,2459,2389,599,1640
GUARATINGUETÁ,SP,107895,19.21,87168,75030,22274,41721
GUAREÍ,SP,13202,19.21,10666,7554,2328,4028
GUARIBA,SP,32664,19.21,26389,23456,9743,10823
PRADÓPOLIS,SP,15148,19.21,12238,10467,3916,5111
GUARUJÁ,SP,296150,19.21,239260,187989,72573,87911
HERCULÂNDIA,SP,8573,19.21,6926,5506,2020,2945
IACRI,SP,6677,19.21,5394,3943,1214,2335
IACANGA,SP,9074,19.21,7331,6731,2098,3943
IBATÉ,SP,28040,19.21,22654,20266,8432,8646
GUARULHOS,SP,1236192,19.21,998720,779080,311756,331178
IBIRÁ,SP,10379,19.21,8385,7234,2100,4369
IBIRAREMA,SP,6617,19.21,5346,4107,1142,2505
IBITINGA,SP,49951,19.21,40355,33714,10565,19051
IBIÚNA,SP,64832,19.21,52378,47781,13710,25646
ICÉM,SP,6429,19.21,5194,4841,2146,2220
IEPÊ,SP,7487,19.21,6049,4959,1842,2670
IGARAÇU DO TIETÊ,SP,23085,19.21,18650,14763,5316,7078
IGARATÁ,SP,8537,19.21,6897,7000,2318,3659
ILHABELA,SP,23886,19.21,19297,21984,8391,10582
SÃO SEBASTIÃO,SP,67348,19.21,54410,51795,22949,22218
INDIANA,SP,4682,19.21,3783,3302,1105,1870
INÚBIA PAULISTA,SP,3595,19.21,2904,2762,704,1794
INDIAPORÃ,SP,3880,19.21,3135,2474,1141,1099
IPAUSSU,SP,12964,19.21,10474,8328,2786,4415
IPERÓ,SP,24239,19.21,19583,16545,6964,7110
INDAIATUBA,SP,173508,19.21,140177,150660,45933,80147
IPEÚNA,SP,5164,19.21,4172,4391,1202,2716
IPORANGA,SP,4603,19.21,3719,2429,1279,853
IPUÃ,SP,14344,19.21,11589,9067,4636,3640
IRAPUÃ,SP,6710,19.21,5421,4181,1146,2706
IRACEMÁPOLIS,SP,18026,19.21,14563,14855,4206,9083
IRAPURU,SP,7556,19.21,6104,3731,1341,1966
ITABERÁ,SP,17576,19.21,14200,11137,4831,5145
ITAÍ,SP,22617,19.21,18272,13352,6206,5450
ITAJOBI,SP,14182,19.21,11458,10421,2481,6892
ITAJU,SP,2624,19.21,2120,2364,799,1319
ITANHAÉM,SP,80778,19.21,65261,60973,24162,27950
CORUMBIARA,RO,9476,22.52,7342,4405,1520,2493
ITAPEVA,SP,85537,19.21,69105,54583,18108,29115
ITAPETININGA,SP,138450,19.21,111854,90579,25581,51191
SARAPUÍ,SP,8158,19.21,6591,6261,2414,2934
ITAPIRA,SP,68187,19.21,55088,44333,12168,24638
ITAPEVI,SP,193686,19.21,156479,130387,65327,44409
ITÁPOLIS,SP,38633,19.21,31212,22692,6200,13798
ITAPORANGA,SP,14284,19.21,11540,8509,3237,4301
ITAPUÍ,SP,11605,19.21,9376,7869,2932,3953
ITAPURA,SP,3812,19.21,3080,2628,1721,589
ITARIRI,SP,15115,19.21,12211,7199,2475,3908
ITARARÉ,SP,48732,19.21,39371,26414,8638,13921
ITAQUAQUECETUBA,SP,334914,19.21,270577,199321,93775,72868
ITATIBA,SP,91479,19.21,73906,67967,19338,37409
ITIRAPINA,SP,13889,19.21,11221,7903,2961,3995
ITIRAPUÃ,SP,5614,19.21,4536,3569,1768,1428
ITOBI,SP,7444,19.21,6014,4920,2022,2302
JABORANDI,SP,6462,19.21,5221,4201,1876,1920
ITUPEVA,SP,36766,19.21,29703,35820,11532,19034
ITUVERAVA,SP,38539,19.21,31136,21743,7924,11363
JABOTICABAL,SP,69624,19.21,56249,40649,12713,22218
JACAREÍ,SP,207028,19.21,167258,138841,44402,71611
JACI,SP,5008,19.21,4046,4494,1643,2315
JACUPIRANGA,SP,16112,19.21,13017,9582,2799,5772
JAGUARIÚNA,SP,36804,19.21,29734,35187,10736,18943
JALES,SP,47649,19.21,38496,29429,8221,17315
JAMBEIRO,SP,4968,19.21,4014,3951,1341,2075
JARDINÓPOLIS,SP,34611,19.21,27962,22467,6812,12716
JARINU,SP,20606,19.21,16648,19867,6486,10780
JANDIRA,SP,103531,19.21,83643,64429,28770,25078
JERIQUARA,SP,3153,19.21,2547,2487,1221,1047
JAÚ,SP,125469,19.21,101366,82290,19992,51027
JOANÓPOLIS,SP,10671,19.21,8621,7765,2232,4425
JOÃO RAMALHO,SP,4092,19.21,3306,2732,1151,1288
JÚLIO MESQUITA,SP,4318,19.21,3489,3015,1541,1188
JOSÉ BONIFÁCIO,SP,30639,19.21,24753,21634,6792,12381
JUNQUEIRÓPOLIS,SP,18628,19.21,15050,10812,3257,6269
JUNDIAÍ,SP,342983,19.21,277096,266802,80324,138414
JUQUIÁ,SP,19352,19.21,15634,11381,3943,6149
JUQUITIBA,SP,27777,19.21,22441,18153,8038,7395
LAGOINHA,SP,4798,19.21,3876,4215,1532,1875
LARANJAL PAULISTA,SP,24454,19.21,19756,16625,4206,10438
MONTE NEGRO,RO,12357,22.52,9574,7305,1816,4969
LAVÍNIA,SP,7984,19.21,6450,3058,1293,1421
LAVRINHAS,SP,6543,19.21,5286,5061,2241,2097
LEME,SP,84406,19.21,68192,58777,17762,32298
LENÇÓIS PAULISTA,SP,59366,19.21,47962,40416,9105,25913
LINDÓIA,SP,5657,19.21,4570,4672,1264,2877
LIMEIRA,SP,272734,19.21,220342,182457,42807,116868
LINS,SP,69279,19.21,55971,42957,10737,26867
LUCÉLIA,SP,19212,19.21,15521,10431,3389,5736
LORENA,SP,79317,19.21,64080,50320,15040,27742
LUCIANÓPOLIS,SP,2299,19.21,1857,1693,780,767
LUÍS ANTÔNIO,SP,10272,19.21,8299,7696,3302,3384
LUIZIÂNIA,SP,4763,19.21,3848,3031,1240,1502
LUPÉRCIO,SP,4238,19.21,3424,2675,1193,1229
LUTÉCIA,SP,2794,19.21,2257,1928,865,919
MACATUBA,SP,16173,19.21,13066,10291,2922,6070
PEDERNEIRAS,SP,40270,19.21,32534,27178,7657,16292
MACAUBAL,SP,7396,19.21,5975,4886,1277,2972
MACEDÔNIA,SP,3411,19.21,2756,2843,1051,1486
MAGDA,SP,3154,19.21,2548,2182,877,1097
MAIRINQUE,SP,41508,19.21,33534,30946,11892,13562
MAIRIPORÃ,SP,71754,19.21,57970,51549,17784,25893
MANDURI,SP,8651,19.21,6989,5759,2007,2853
MARABÁ PAULISTA,SP,5193,19.21,4195,2323,1305,800
MARACAÍ,SP,13163,19.21,10634,8617,2943,4833
MARINÓPOLIS,SP,2114,19.21,1708,1427,608,668
MARTINÓPOLIS,SP,23983,19.21,19376,14400,4944,7885
MATÃO,SP,74407,19.21,60113,52222,18195,26555
MARÍLIA,SP,218113,19.21,176213,139444,37724,83212
MAUÁ,SP,402643,19.21,325295,253728,116755,92196
MERIDIANO,SP,3857,19.21,3116,2965,1136,1448
MIGUELÓPOLIS,SP,19972,19.21,16135,11677,5443,5281
MINEIROS DO TIETÊ,SP,11760,19.21,9501,7193,1937,4214
MIRACATU,SP,22796,19.21,18417,11460,3876,6345
MIRA ESTRELA,SP,2576,19.21,2081,1846,742,906
MIRANDÓPOLIS,SP,25849,19.21,20883,14332,4021,8615
MIRANTE DO PARANAPANEMA,SP,17128,19.21,13838,9919,5551,3529
MIRASSOL,SP,51660,19.21,41736,35019,9989,20478
MIRASSOLÂNDIA,SP,4099,19.21,3312,3239,1083,1790
CAMPO NOVO DE RONDÔNIA,RO,12455,22.52,9650,5564,1489,3647
MOCOCA,SP,66086,19.21,53391,38720,11594,20952
MOGI MIRIM,SP,84176,19.21,68006,55145,13834,32834
MOMBUCA,SP,3280,19.21,2650,2565,750,1511
MONÇÕES,SP,2054,19.21,1659,1613,576,806
MOGI DAS CRUZES,SP,362991,19.21,293260,263049,95769,117687
MONGAGUÁ,SP,40423,19.21,32658,35284,15100,15084
MONTE APRAZÍVEL,SP,19745,19.21,15952,13563,4388,7499
MONTE ALTO,SP,44085,19.21,35616,28692,7611,16803
MONTE AZUL PAULISTA,SP,19187,19.21,15501,11404,3512,6442
MONTE CASTELO,SP,4014,19.21,3243,3005,1348,1417
MONTEIRO LOBATO,SP,3994,19.21,3227,3071,1286,1386
MONTE MOR,SP,42824,19.21,34598,36317,14720,16563
MORRO AGUDO,SP,25390,19.21,20513,16190,6393,7846
MORUNGABA,SP,12007,19.21,9700,8636,2516,4891
MURUTINGA DO SUL,SP,4091,19.21,3305,2729,964,1503
NARANDIBA,SP,3941,19.21,3184,3245,1626,1319
NATIVIDADE DA SERRA,SP,7275,19.21,5877,4339,1535,2206
NEVES PAULISTA,SP,8825,19.21,7130,5939,2105,3076
NAZARÉ PAULISTA,SP,14613,19.21,11806,11467,3793,5805
NHANDEARA,SP,10334,19.21,8349,6154,1736,3756
NIPOÃ,SP,3762,19.21,3039,2974,1175,1523
NOVA ALIANÇA,SP,4905,19.21,3963,3848,1220,2211
NOVA EUROPA,SP,9047,19.21,7309,6000,3035,2260
NOVA GUATAPORANGA,SP,2101,19.21,1697,1503,713,654
NOVA GRANADA,SP,17739,19.21,14331,11997,5130,5574
NOVA LUZITÂNIA,SP,3403,19.21,2749,2181,1092,872
NOVO HORIZONTE,SP,34264,19.21,27682,22064,6223,13622
NOVA ODESSA,SP,45625,19.21,36860,38275,12583,20467
NUPORANGA,SP,6629,19.21,5356,4670,1574,2530
OCAUÇU,SP,4180,19.21,3377,2686,1125,1268
ÓLEO,SP,2714,19.21,2193,1927,622,1038
ONDA VERDE,SP,3736,19.21,3018,3273,1270,1618
OLÍMPIA,SP,48020,19.21,38795,32775,10360,18600
ORIENTE,SP,6079,19.21,4911,4156,1466,2201
ORINDIÚVA,SP,4916,19.21,3972,3937,1762,1735
OSCAR BRESSANE,SP,2476,19.21,2000,1693,474,1040
PARAGUAÇU PAULISTA,SP,42117,19.21,34026,24312,9139,12439
ORLÂNDIA,SP,36149,19.21,29205,23992,8019,12417
OSASCO,SP,701012,19.21,566348,465510,201512,181758
OSVALDO CRUZ,SP,30150,19.21,24358,18133,4820,11123
OURINHOS,SP,98868,19.21,79875,61323,20772,32696
OURO VERDE,SP,7668,19.21,6195,4718,2223,2077
PACAEMBU,SP,13072,19.21,10561,6204,1935,3522
PALESTINA,SP,10428,19.21,8425,6937,2508,3653
PALMARES PAULISTA,SP,10508,19.21,8489,6348,2745,2838
PALMEIRA D'OESTE,SP,9634,19.21,7783,5772,2097,3038
PALMITAL,SP,21298,19.21,17207,13023,4272,7310
PANORAMA,SP,13944,19.21,11265,8117,2981,4328
SÃO JOÃO DO PAU D'ALHO,SP,2132,19.21,1722,1814,897,741
PARAIBUNA,SP,16456,19.21,13295,10848,4692,4818
PARAÍSO,SP,5559,19.21,4491,3782,1199,2075
PARANAPANEMA,SP,16667,19.21,13465,10958,4485,5383
PARANAPUÃ,SP,3614,19.21,2920,2832,1133,1421
PARAPUÃ,SP,11029,19.21,8910,6222,2050,3480
PARDINHO,SP,5030,19.21,4064,4430,1562,2281
PARIQUERA-AÇU,SP,18079,19.21,14606,11543,3274,6852
PAULICÉIA,SP,5506,19.21,4448,4538,1646,2502
PAULO DE FARIA,SP,8942,19.21,7224,4742,2252,2018
PAULÍNIA,SP,73014,19.21,58988,67297,23899,33587
PEDRA BELA,SP,5835,19.21,4714,3999,1497,1900
PEDRANÓPOLIS,SP,2734,19.21,2209,1916,778,938
PEDREGULHO,SP,15156,19.21,12245,9596,4899,3790
PEDRO DE TOLEDO,SP,9692,19.21,7830,5694,2310,2660
PEDREIRA,SP,38152,19.21,30823,27293,6751,16529
PEREIRA BARRETO,SP,24220,19.21,19567,14384,5436,7117
PENÁPOLIS,SP,56681,19.21,45793,35338,10996,20175
PEREIRAS,SP,7347,19.21,5936,5066,1849,2526
PIACATU,SP,5093,19.21,4115,3674,1300,2020
PERUÍBE,SP,54457,19.21,43996,43187,15948,21049
PIEDADE,SP,48430,19.21,39127,31962,10035,16794
PILAR DO SUL,SP,26457,19.21,21375,18137,5766,9888
PINDAMONHANGABA,SP,135682,19.21,109617,95456,29521,50638
PINDORAMA,SP,14345,19.21,11589,8700,2652,4971
PIQUEROBI,SP,3599,19.21,2908,2387,1102,1060
ESPÍRITO SANTO DO PINHAL,SP,40684,19.21,32869,24938,7944,13157
PINHALZINHO,SP,11817,19.21,9547,8821,2535,4891
PIQUETE,SP,14475,19.21,11694,7949,2362,4329
PIRACAIA,SP,22335,19.21,18044,17402,4800,9784
PIRAJU,SP,28228,19.21,22805,17611,6338,8705
PIRAJUÍ,SP,21035,19.21,16994,11968,3739,6833
PIRANGI,SP,10315,19.21,8333,6559,1904,3868
PIRAPORA DO BOM JESUS,SP,14370,19.21,11610,10731,5321,3898
PIRAPOZINHO,SP,23709,19.21,19155,15716,5619,8133
PIRASSUNUNGA,SP,67787,19.21,54765,45047,11455,26513
PITANGUEIRAS,SP,33329,19.21,26926,20293,8469,9407
PIRATININGA,SP,11287,19.21,9119,7773,2110,4566
PLANALTO,SP,4014,19.21,3243,3152,1432,1463
PLATINA,SP,3167,19.21,2559,2111,696,1215
POLONI,SP,4878,19.21,3941,3477,1183,1905
POMPÉIA,SP,19091,19.21,15424,13152,3474,8274
PONGAÍ,SP,3473,19.21,2806,2388,688,1527
POÁ,SP,104904,19.21,84752,75498,31644,30920
PONTES GESTAL,SP,2487,19.21,2009,1777,698,914
PONTAL,SP,35560,19.21,28729,23200,9886,10083
POPULINA,SP,4201,19.21,3394,2923,1529,1094
TATUÍ,SP,101838,19.21,82275,69338,19699,38260
PORANGABA,SP,8069,19.21,6519,5258,1902,2606
PORTO FELIZ,SP,46054,19.21,37207,32652,9112,19160
PORTO FERREIRA,SP,48760,19.21,39393,32419,8680,18330
POTIRENDABA,SP,14327,19.21,11575,10906,3450,6262
PRESIDENTE ALVES,SP,4346,19.21,3511,2417,897,1228
PRESIDENTE BERNARDES,SP,14788,19.21,11947,8165,2988,4399
PRESIDENTE EPITÁCIO,SP,39403,19.21,31834,22725,8499,11570
PRAIA GRANDE,SP,233806,19.21,188892,189558,69296,93188
PRESIDENTE VENCESLAU,SP,37155,19.21,30018,21341,6300,12542
PRESIDENTE PRUDENTE,SP,202789,19.21,163833,134855,38227,80615
PROMISSÃO,SP,34786,19.21,28104,20524,7709,10620
QUEIROZ,SP,2603,19.21,2103,2426,1042,1185
QUATÁ,SP,11971,19.21,9671,7996,2696,4427
QUELUZ,SP,10323,19.21,8340,5693,2830,2207
QUINTANA,SP,5654,19.21,4568,4275,1596,2273
RAFARD,SP,8151,19.21,6585,5656,1495,3486
RANCHARIA,SP,28303,19.21,22866,18107,6949,8855
REDENÇÃO DA SERRA,SP,4081,19.21,3297,3144,1279,1427
REGENTE FEIJÓ,SP,17070,19.21,13791,12423,4179,6866
RESTINGA,SP,6350,19.21,5130,5175,2439,2294
REGISTRO,SP,53369,19.21,43117,35780,11887,19466
RIBEIRA,SP,3444,19.21,2782,2141,1197,752
RIBEIRÃO BONITO,SP,11383,19.21,9196,6661,2671,3066
RIBEIRÃO BRANCO,SP,18879,19.21,15252,11331,5475,4680
RIBEIRÃO CORRENTE,SP,4014,19.21,3243,3268,1396,1586
RIBEIRÃO DO SUL,SP,4497,19.21,3633,3180,1452,1452
RIVERSUL,SP,6545,19.21,5288,3558,1567,1542
RIBEIRÃO PIRES,SP,107046,19.21,86482,72249,29535,29054
RIFAINA,SP,3587,19.21,2898,3414,1533,1626
RINCÃO,SP,10425,19.21,8422,5851,2895,2249
RINÓPOLIS,SP,9393,19.21,7589,5838,1712,3477
VALE DO ANARI,RO,8751,22.52,6780,4739,1306,3061
RIO DAS PEDRAS,SP,26344,19.21,21283,20233,6137,11631
RIBEIRÃO PRETO,SP,547417,19.21,442258,361374,125555,180226
RIO CLARO,SP,185421,19.21,149802,122259,33920,69596
RIO GRANDE DA SERRA,SP,39270,19.21,31726,27942,13596,9594
RIOLÂNDIA,SP,9713,19.21,7847,5598,2751,2449
RUBIÁCEA,SP,2501,19.21,2021,1873,658,993
RUBINÉIA,SP,2546,19.21,2057,2436,852,1322
SABINO,SP,5150,19.21,4161,3329,1313,1656
SAGRES,SP,2307,19.21,1864,1620,734,673
SALES,SP,5025,19.21,4060,3928,1004,2557
SALES OLIVEIRA,SP,8187,19.21,6614,6775,2192,3730
SALESÓPOLIS,SP,15157,19.21,12245,11966,4018,5804
SALMOURÃO,SP,4551,19.21,3677,2844,1133,1464
ÁGUA DOCE DO MARANHÃO,MA,11829,24.73,8904,7834,6181,1065
ARAIOSES,MA,37655,24.73,28343,25231,19599,3350
SALTO DE PIRAPORA,SP,37324,19.21,30154,24442,8862,11726
SALTO GRANDE,SP,8592,19.21,6941,5185,1940,2592
PARECIS,RO,4583,22.52,3551,2489,957,1346
SALTO,SP,102405,19.21,82733,76803,25788,39008
SANDOVALINA,SP,3217,19.21,2599,2623,1562,863
AFONSO CUNHA,MA,5651,24.73,4254,5426,4605,530
SANTA ADÉLIA,SP,13861,19.21,11198,8790,3028,4617
SANTA ALBERTINA,SP,5034,19.21,4067,4076,1442,2194
SANTA BÁRBARA D'OESTE,SP,184318,19.21,148911,116558,34471,64676
ÁGUAS DE SANTA BÁRBARA,SP,5360,19.21,4330,3899,1210,2190
SANTA BRANCA,SP,13282,19.21,10731,9337,3116,4765
ALTO ALEGRE DO MARANHÃO,MA,22002,24.73,16561,13574,10173,2472
SÃO LUÍS GONZAGA DO MARANHÃO,MA,19655,24.73,14794,12665,10241,1624
SANTANA DA PONTE PENSA,SP,1654,19.21,1336,1481,554,767
SANTA CLARA D'OESTE,SP,2081,19.21,1681,1541,630,787
SANTA CRUZ DA CONCEIÇÃO,SP,3872,19.21,3128,3230,855,1982
SANTA CRUZ DAS PALMEIRAS,SP,30458,19.21,24607,16936,5725,8866
SANTA CRUZ DO RIO PARDO,SP,41655,19.21,33653,26725,6545,16884
SANTA ERNESTINA,SP,5510,19.21,4452,4114,1794,1905
ALCÂNTARA,MA,21349,24.73,16069,13322,10006,2288
SANTA GERTRUDES,SP,19044,19.21,15386,15266,4664,8755
SANTA FÉ DO SUL,SP,27693,19.21,22373,20049,5692,11880
SANTA ISABEL,SP,44817,19.21,36208,33879,11398,17120
SANTA LÚCIA,SP,7862,19.21,6352,5202,2721,1756
SANTA MARIA DA SERRA,SP,5417,19.21,4376,3307,1110,1828
SANTA MERCEDES,SP,2589,19.21,2092,1975,884,905
SANTANA DE PARNAÍBA,SP,100236,19.21,80981,81695,31423,34978
ALTO ALEGRE DO PINDARÉ,MA,31992,24.73,24080,16141,12499,2500
SANTA RITA D'OESTE,SP,2493,19.21,2014,1903,746,929
SANTA RITA DO PASSA QUATRO,SP,26456,19.21,21374,15495,4016,9223
SANTA ROSA DE VITERBO,SP,22699,19.21,18339,14572,5505,6677
SANTO ANASTÁCIO,SP,20550,19.21,16602,11958,4412,6251
ALDEIAS ALTAS,MA,21645,24.73,16292,13871,10724,1898
SANTO ANTÔNIO DA ALEGRIA,SP,6020,19.21,4864,4388,1759,2025
SANTO ANTÔNIO DE POSSE,SP,19824,19.21,16016,13392,4089,7677
SANTO ANTÔNIO DO JARDIM,SP,5743,19.21,4640,4113,1320,2190
APICUM-AÇU,MA,13216,24.73,9948,10310,7188,2454
SANTO ANTÔNIO DO PINHAL,SP,6560,19.21,5300,4947,1718,2369
SANTO EXPEDITO,SP,2759,19.21,2229,2150,954,1006
ALTAMIRA DO MARANHÃO,MA,7365,24.73,5544,4025,2905,824
SÃO BENTO DO SAPUCAÍ,SP,10515,19.21,8495,7314,2269,3768
SANTO ANDRÉ,SP,667891,19.21,539589,461027,185501,188805
SANTOS,SP,418288,19.21,337935,272513,99198,126156
AMAPÁ DO MARANHÃO,MA,6168,24.73,4643,4227,3016,903
SÃO FRANCISCO,SP,2812,19.21,2272,1907,781,900
SÃO CAETANO DO SUL,SP,144857,19.21,117030,119138,38172,57617
SÃO JOÃO DAS DUAS PONTES,SP,2571,19.21,2077,1782,945,645
SÃO CARLOS,SP,212956,19.21,172047,150690,60894,63581
SÃO JOÃO DA BOA VISTA,SP,79935,19.21,64579,54530,16227,30139
SÃO JOSÉ DA BELA VISTA,SP,8173,19.21,6603,5049,2476,2054
SÃO JOAQUIM DA BARRA,SP,43703,19.21,35308,28855,11969,13007
SÃO JOSÉ DO BARREIRO,SP,4278,19.21,3456,2947,1572,1056
SÃO BERNARDO DO CAMPO,SP,781390,19.21,631285,516266,240348,185834
SÃO JOSÉ DO RIO PARDO,SP,51023,19.21,41221,31432,9972,16813
ALTO PARNAÍBA,MA,10304,24.73,7756,6144,4010,1653
SÃO FELIPE D'OESTE,RO,6286,22.52,4870,3420,1017,2061
ARAGUANÃ,MA,9918,24.73,7465,6210,4801,1027
SÃO JOSÉ DO RIO PRETO,SP,402770,19.21,325398,268114,75320,156389
SÃO MANUEL,SP,37797,19.21,30536,24040,7903,12415
SÃO MIGUEL ARCANJO,SP,30384,19.21,24547,19566,6723,9754
SÃO JOSÉ DOS CAMPOS,SP,594948,19.21,480658,446105,143732,233683
AMARANTE DO MARANHÃO,MA,35727,24.73,26892,19905,10974,7375
SÍTIO NOVO,MA,15549,24.73,11704,11789,7466,3378
SÃO PEDRO DO TURVO,SP,7094,19.21,5731,4464,1766,2292
SÃO ROQUE,SP,65693,19.21,53073,47595,17445,21364
SÃO SEBASTIÃO DA GRAMA,SP,12509,19.21,10106,6693,2326,3407
SÃO SIMÃO,SP,13781,19.21,11134,9128,3207,4522
SARUTAIÁ,SP,3680,19.21,2973,2456,1307,923
SEBASTIANÓPOLIS DO SUL,SP,2871,19.21,2319,2380,745,1324
BACABEIRA,MA,14611,24.73,10998,11907,8952,2033
SERRA AZUL,SP,9107,19.21,7358,5976,2964,2417
SÃO VICENTE,SP,323599,19.21,261436,201046,81780,90072
SERRANA,SP,36596,19.21,29566,26857,11182,12388
SERRA NEGRA,SP,24671,19.21,19932,17544,4911,10141
ANAJATUBA,MA,23941,24.73,18020,14543,11469,2042
MIRANDA DO NORTE,MA,17742,24.73,13354,12222,8732,2649
SERTÃOZINHO,SP,103558,19.21,83665,74459,28589,35044
SETE BARRAS,SP,12975,19.21,10483,7294,2654,3898
SEVERÍNIA,SP,14713,19.21,11887,9616,3630,4875
SILVEIRAS,SP,5562,19.21,4494,4221,1748,1798
BACURITUBA,MA,5425,24.73,4083,3891,3257,369
SOCORRO,SP,33080,19.21,26725,24017,5230,15442
SUD MENNUCCI,SP,7714,19.21,6232,4827,2206,2160
SUMARÉ,SP,228696,19.21,184763,155995,60453,75666
SOROCABA,SP,559157,19.21,451743,421338,141106,213183
TABAPUÃ,SP,11255,19.21,9093,7305,2096,4323
ANAPURUS,MA,12580,24.73,9469,11270,8398,1926
TABATINGA,SP,13965,19.21,11282,8828,3430,4325
SUZANO,SP,268777,19.21,217145,183433,73864,77397
TACIBA,SP,5402,19.21,4364,4151,1995,1806
TABOÃO DA SERRA,SP,219200,19.21,177092,178447,90000,57614
TAGUAÍ,SP,9616,19.21,7769,7290,2828,3739
TAIAÇU,SP,5804,19.21,4689,3674,1609,1644
TAIÚVA,SP,5366,19.21,4335,3591,1068,2101
