MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
SÃO JOSÉ DA BARRA,MG,6701,5119,2304,2214
BORDA DA MATA,MG,14892,9634,3421,4779
POUSO ALEGRE,MG,120467,88442,32151,43874
ALTO CAPARAÓ,MG,5048,3631,1018,2385
BOTELHOS,MG,14853,9757,4964,3735
ANGELÂNDIA,MG,8130,4693,2360,1793
BOTUMIRIM,MG,6435,3822,2740,644
ARICANDUVA,MG,4832,3456,2172,849
AUGUSTO CORRÊA,PA,37086,28815,19088,6634
BRASÍLIA DE MINAS,MG,31165,19496,12775,4795
BERIZAL,MG,4399,3129,1991,740
BRÁS PIRES,MG,4592,3242,1858,1051
BRAÚNAS,MG,5208,3073,1703,1020
BONITO DE MINAS,MG,8787,5785,4416,826
BUGRE,MG,3960,3224,1530,1414
BRAZÓPOLIS,MG,14452,10342,3938,4749
PIRANGUÇU,MG,5113,3220,1154,1628
CABECEIRA GRANDE,MG,6294,4109,1977,1736
BRUMADINHO,MG,31965,25974,11438,10520
SÃO MIGUEL DO GUAPORÉ,RO,22622,12928,3986,7845
CAMPO AZUL,MG,3828,2663,2009,446
UBAÍ,MG,11834,7196,5143,1406
BUENO BRANDÃO,MG,10864,6777,2028,3794
SÃO JOÃO EVANGELISTA,MG,15686,9390,6297,2211
CANTAGALO,MG,3967,2394,1587,521
BUENÓPOLIS,MG,9522,4928,2837,1490
CATAS ALTAS,MG,4561,3905,2047,1202
BURITIS,MG,21472,14154,6318,6588
CATUTI,MG,5303,3319,2221,707
CHAPADA GAÚCHA,MG,10266,6513,4070,1917
BURITIZEIRO,MG,26133,14313,7642,5062
CABO VERDE,MG,13614,7602,3724,3138
IPIXUNA DO PARÁ,PA,39563,17599,10964,5222
AURORA DO PARÁ,PA,21239,14377,9632,3546
CÔNEGO MARINHO,MG,6279,4850,3691,636
CACHOEIRA DA PRATA,MG,3802,2867,1381,1109
CONFINS,MG,5680,5563,2253,2649
CACHOEIRA DE MINAS,MG,10820,7838,2597,4092
CÓRREGO FUNDO,MG,5635,4293,1598,1897
CRISÓLITA,MG,5659,3380,2330,706
CACHOEIRA DOURADA,MG,2470,2381,1470,725
AVEIRO,PA,18830,10512,5597,4198
CAETANÓPOLIS,MG,9490,7023,2756,3266
CUPARAQUE,MG,4404,2854,1083,1564
CAETÉ,MG,39039,26922,12904,9555
JACAREACANGA,PA,37073,9000,4382,3986
CURRAL DE DENTRO,MG,6907,4645,2580,1560
CAIANA,MG,4537,3442,1844,1240
DELTA,MG,6600,5343,3125,1731
DOM BOSCO,MG,3781,2709,1219,1307
CAJURI,MG,4015,3759,2503,860
FREI LAGONEGRO,MG,3342,2626,1623,668
CALDAS,MG,13901,8513,3088,4279
CAMACHO,MG,3204,2550,1383,869
FRUTA DE LEITE,MG,6327,3192,2254,507
CAMANDUCAIA,MG,19708,13283,5262,6420
ITAPEVA,MG,7722,7019,2484,3735
GAMELEIRAS,MG,5226,3507,2249,941
CAMBUÍ,MG,25010,16763,6242,7825
CAMBUQUIRA,MG,12520,7811,3450,3227
GOIABEIRA,MG,3052,2276,903,1138
CAMPANÁRIO,MG,3592,2271,1413,643
GOIANÁ,MG,3643,3217,1651,1236
CAMPANHA,MG,15169,9608,3234,5149
GUARACIAMA,MG,4554,3966,3102,546
BAGRE,PA,18580,12501,9252,2448
CAMPESTRE,MG,20251,13007,4395,6701
IBIRACATU,MG,5898,4003,2916,710
CAMPINA VERDE,MG,18680,10968,5017,5048
IMBÉ DE MINAS,MG,6324,4254,2383,1507
INDAIABIRA,MG,7482,4225,2192,1561
CAMPO BELO,MG,51375,30266,11575,14632
CAMPO DO MEIO,MG,11476,7766,4310,2643
JAPONVAR,MG,8232,5828,4340,936
BRASIL NOVO,PA,18749,12178,3875,7470
JENIPAPO DE MINAS,MG,6905,3709,2556,767
CAMPO FLORIDO,MG,6570,4961,2647,1973
CAMPOS ALTOS,MG,13184,7349,2818,3759
JOSÉ GONÇALVES DE MINAS,MG,4547,2616,1740,563
CAMPOS GERAIS,MG,26954,15654,6428,7413
JOSÉ RAYDAN,MG,4146,2789,1650,826
CANAÃ,MG,4668,3580,2416,709
SÃO SEBASTIÃO DA VARGEM ALEGRE,MG,2743,2339,1216,837
BAIÃO,PA,26190,21139,15094,4653
CANÁPOLIS,MG,11313,6415,3815,2091
SÃO SEBASTIÃO DO ANTA,MG,5388,3992,1856,1773
CANA VERDE,MG,5712,3875,1850,1671
SERRANÓPOLIS DE MINAS,MG,4515,3041,2020,734
CANDEIAS,MG,15499,9310,4020,3888
SETUBINHA,MG,10834,5785,4151,949
CAPARAÓ,MG,4863,3417,1320,1775
TAPARUBA,MG,3243,2817,1587,990
SANTA BÁRBARA DO PARÁ,PA,13714,13317,6830,5023
CAPELA NOVA,MG,4598,3705,2094,979
UNIÃO DE MINAS,MG,4593,2454,1432,882
URUANA DE MINAS,MG,2777,2560,1268,1068
CAPELINHA,MG,33061,21653,11470,7616
VARGEM GRANDE DO RIO PARDO,MG,4703,3150,1401,1363
CAPETINGA,MG,7154,4183,1839,1853
CAPIM BRANCO,MG,8763,6808,2679,3143
VARJÃO DE MINAS,MG,5993,4884,2427,2012
PATOS DE MINAS,MG,133054,88432,29210,47944
CAPINÓPOLIS,MG,15302,8896,4891,3314
BARCARENA,PA,84560,77770,46430,23416
VERDELÂNDIA,MG,8029,4874,3399,1083
CAPITÃO ENÉAS,MG,14106,8862,5885,2133
FRANCISCO SÁ,MG,24838,14947,10172,3345
VEREDINHA,MG,5732,3521,2370,766
TURMALINA,MG,17219,12452,8232,3028
CAPITÓLIO,MG,7634,5734,2116,3038
VERMELHO NOVO,MG,4551,3799,1973,1355
CAPUTIRA,MG,8855,6398,3541,2138
TOCOS DO MOJI,MG,3926,3338,1631,1164
CARAÍ,MG,21530,9589,6569,1783
ÁGUA AZUL DO NORTE,PA,28658,7102,2871,3812
XINGUARA,PA,38457,27893,10083,15883
CARANAÍBA,MG,3445,2646,1396,835
CARANDAÍ,MG,22240,17158,8401,6309
CARANGOLA,MG,32068,18892,9422,7390
CARBONITA,MG,10145,5775,3458,1656
CAREAÇU,MG,6029,4016,1711,1869
CARLOS CHAGAS,MG,20812,11211,6409,3668
CARMÉSIA,MG,2550,1802,1028,567
CARMO DA CACHOEIRA,MG,11656,7266,3788,2407
CARMO DA MATA,MG,10942,7875,4287,2550
CARMO DE MINAS,MG,13657,7859,3448,3462
CARMO DO CAJURU,MG,18943,15400,6416,6747
TRAIRÃO,PA,16097,9054,2805,5721
CARMO DO PARANAÍBA,MG,30712,16760,5538,9356
CARMO DO RIO CLARO,MG,19480,12317,4816,6068
CARMÓPOLIS DE MINAS,MG,15743,11583,5274,4801
CARRANCAS,MG,4015,2756,1375,1032
CARVALHÓPOLIS,MG,3234,2962,1195,1514
BENEVIDES,PA,43282,38098,19270,14975
CARVALHOS,MG,4611,3258,1520,1218
CASCALHO RICO,MG,2799,2448,1018,1226
ESTRELA DO SUL,MG,7136,4670,2599,1647
CÁSSIA,MG,17067,10457,4609,4566
CONCEIÇÃO DA BARRA DE MINAS,MG,3960,3073,1636,1026
CATAGUASES,MG,67384,41375,23298,13514
CATAS ALTAS DA NORUEGA,MG,3424,3025,1913,759
PAU D'ARCO,PA,6466,5532,2452,2667
CAXAMBU,MG,21009,13075,6106,5246
CEDRO DO ABAETÉ,MG,1203,943,432,390
BELÉM,PA,1408847,882149,392207,370564
CENTRAL DE MINAS,MG,6590,4004,1860,1812
CENTRALINA,MG,10219,5547,3480,1649
BONITO,PA,11279,10150,6710,2428
CHALÉ,MG,5465,3765,1905,1587
LAJINHA,MG,17580,12652,5796,5706
CHAPADA DO NORTE,MG,15449,5763,4354,749
CHIADOR,MG,2893,2405,1179,966
ULIANÓPOLIS,PA,31881,14928,7409,6704
CIPOTÂNEA,MG,6539,3931,2362,1001
CLARAVAL,MG,4295,3663,1087,2286
CLARO DOS POÇÕES,MG,8131,5883,3174,2045
CLÁUDIO,MG,24590,17892,5357,9597
COIMBRA,MG,6886,5287,2999,1507
COLUNA,MG,9281,4598,2790,1217
COMENDADOR GOMES,MG,3087,2098,874,1068
BRAGANÇA,PA,101728,70416,40248,22673
COMERCINHO,MG,8720,4683,3386,805
NOVA MAMORÉ,RO,21162,13176,2978,9483
CONCEIÇÃO DA APARECIDA,MG,10215,6424,2894,2890
CONCEIÇÃO DAS PEDRAS,MG,2726,2177,933,829
CONCEIÇÃO DAS ALAGOAS,MG,20426,15127,8176,5793
CONCEIÇÃO DE IPANEMA,MG,4396,3294,1830,1238
CONCEIÇÃO DO MATO DENTRO,MG,18070,13282,8367,3255
CONCEIÇÃO DO PARÁ,MG,4725,4020,1329,2249
CONCEIÇÃO DO RIO VERDE,MG,12708,7982,4281,2761
CONCEIÇÃO DOS OUROS,MG,10204,7330,2440,3801
CONGONHAL,MG,9692,7093,2418,3795
CONGONHAS,MG,45984,35112,16486,13048
BREVES,PA,94458,54296,31963,17687
CONGONHAS DO NORTE,MG,5110,2961,1952,561
CONQUISTA,MG,6580,4131,1936,1717
UBERABA,MG,287760,186127,79118,84123
TERRA SANTA,PA,15316,10918,6114,4076
CONSELHEIRO LAFAIETE,MG,109280,81117,40769,27796
CONSELHEIRO PENA,MG,21793,11789,4790,5868
CONSOLAÇÃO,MG,1695,1421,600,625
COQUEIRAL,MG,9466,5975,2551,2664
BUJARU,PA,22535,17916,11878,4647
CORAÇÃO DE JESUS,MG,26131,15586,10933,3200
CORDISBURGO,MG,9033,5619,2914,2096
CORDISLÂNDIA,MG,3570,2148,1110,799
CORINTO,MG,22741,14057,7866,4774
NOVO PROGRESSO,PA,21598,16372,2830,12824
COROACI,MG,10776,5799,3145,1909
COROMANDEL,MG,27392,18439,7080,9176
CORONEL MURTA,MG,9120,5361,3786,1066
CORONEL FABRICIANO,MG,100805,61975,24069,31812
CACHOEIRA DO ARARI,PA,18995,14307,10686,2520
CONTAGEM,MG,608650,379180,151516,171682
CORONEL PACHECO,MG,2457,2350,1247,820
CORONEL XAVIER CHAVES,MG,3194,2427,1396,669
CÓRREGO DANTA,MG,3423,2279,1016,1050
CÓRREGO DO BOM JESUS,MG,3724,3253,1290,1484
CÓRREGO NOVO,MG,3155,2675,1657,813
COUTO DE MAGALHÃES DE MINAS,MG,4332,2744,1938,477
CRISTAIS,MG,10631,6667,3007,2813
CRISTÁLIA,MG,5731,3618,2467,769
CRISTIANO OTONI,MG,4881,3573,1552,1438
OURO BRANCO,MG,33548,25667,12040,10077
CRISTINA,MG,10955,6332,2336,3102
CRUCILÂNDIA,MG,4593,4201,1806,1779
CRUZEIRO DA FORTALEZA,MG,3760,3175,1319,1580
CRUZÍLIA,MG,14656,10056,5206,3622
CAMETÁ,PA,110323,83909,61121,17289
CURVELO,MG,71611,45916,22255,17830
INIMUTABA,MG,6420,5033,2855,1658
DATAS,MG,5418,3723,2603,678
DELFIM MOREIRA,MG,7834,6535,2479,3168
NOVO REPARTIMENTO,PA,51645,33329,14140,17086
DELFINÓPOLIS,MG,6698,4572,1947,2152
DESCOBERTO,MG,4876,3335,1811,1070
SÃO JOÃO NEPOMUCENO,MG,25011,16301,7670,6550
DESTERRO DE ENTRE RIOS,MG,6914,4983,1718,2336
DESTERRO DO MELO,MG,3198,3040,1496,1066
CAPANEMA,PA,61350,43171,24307,14809
DIAMANTINA,MG,44746,28448,17923,7167
DIOGO DE VASCONCELOS,MG,3941,2991,2089,524
DIONÍSIO,MG,10234,4900,2686,1701
DIVINO,MG,19245,11789,6492,4288
DIVINO DAS LARANJEIRAS,MG,4934,3186,1475,1392
DIVINOLÂNDIA DE MINAS,MG,6724,4236,2310,1372
DIVISA NOVA,MG,5619,3879,1901,1596
DIVINÓPOLIS,MG,209921,140162,56433,65572
SÃO GONÇALO DO PARÁ,MG,10308,7260,3023,3199
BREU BRANCO,PA,47069,23115,12627,8732
DOM CAVATI,MG,5593,3207,1418,1491
ENGENHEIRO CALDAS,MG,10317,5131,2506,2133
DOM JOAQUIM,MG,4530,3026,1807,843
DOM SILVÉRIO,MG,5284,3467,2124,872
DOM VIÇOSO,MG,3020,2421,1039,1099
CAPITÃO POÇO,PA,50839,34143,20487,10818
DORES DE GUANHÃES,MG,5528,3714,2174,1103
DORES DO INDAIÁ,MG,13996,7681,2859,3960
QUARTEL GERAL,MG,3200,3139,1673,1086
SÃO DOMINGOS DO ARAGUAIA,PA,21094,12146,6668,4571
DORES DO TURVO,MG,4572,3977,2333,1206
DOURADOQUARA,MG,1846,1633,885,567
ELÓI MENDES,MG,24161,16008,5835,8197
FERNANDES TOURINHO,MG,2612,2170,996,939
TARUMIRIM,MG,14185,7699,3863,3138
CASTANHAL,PA,152126,115076,49819,52329
ENGENHEIRO NAVARRO,MG,7079,4560,3105,1006
ENTRE RIOS DE MINAS,MG,13887,10018,5116,3389
ERVÁLIA,MG,18002,12964,7731,3251
NOVA ESPERANÇA DO PIRIÁ,PA,22447,12276,6643,4689
ESPERA FELIZ,MG,20835,13772,6793,5614
ESMERALDAS,MG,55436,41224,20127,15575
ESPINOSA,MG,31322,18186,11336,5243
ESPÍRITO SANTO DO DOURADO,MG,4293,3873,1813,1571
MACHADO,MG,37567,24198,8618,12836
ESTIVA,MG,10920,7683,3016,3541
ESTRELA DALVA,MG,2497,2158,1275,678
ESTRELA DO INDAIÁ,MG,3651,2161,988,929
EUGENÓPOLIS,MG,10291,7924,3846,3386
CHAVES,PA,19368,10211,6321,2771
EWBANK DA CÂMARA,MG,3567,3452,2228,953
CABIXI,RO,6575,3592,1136,2206
ABEL FIGUEIREDO,PA,6592,4244,2377,1563
FARIA LEMOS,MG,3612,2546,1494,819
FELÍCIO DOS SANTOS,MG,5685,3337,1898,908
SÃO GONÇALO DO RIO PRETO,MG,3124,2116,1480,339
COLARES,PA,10981,9181,6411,1864
FELISBURGO,MG,6687,3607,2356,772
FELIXLÂNDIA,MG,13618,8681,4686,2890
FERROS,MG,11387,6183,3847,1573
FLORESTAL,MG,5928,5291,2436,2086
FORMOSO,MG,6612,4471,2632,1430
FORMIGA,MG,64585,43052,14754,21644
FORTALEZA DE MINAS,MG,3837,2342,920,1088
FORTUNA DE MINAS,MG,2454,2271,1330,719
CUMARU DO NORTE,PA,10452,5414,1962,3206
FRANCISCO BADARÓ,MG,10269,4599,3024,1023
FRANCISCO DUMONT,MG,4759,2882,1663,911
FREI GASPAR,MG,6343,3897,2475,1052
CONCEIÇÃO DO ARAGUAIA,PA,45267,24492,10211,12079
FLORESTA DO ARAGUAIA,PA,14964,11034,4922,5381
FREI INOCÊNCIO,MG,8873,4935,2694,1796
FRONTEIRA,MG,13983,7910,4099,3218
FRUTAL,MG,51766,30841,12801,15115
TERRA ALTA,PA,9861,8767,5480,2552
GALILÉIA,MG,7302,3749,1824,1677
GONÇALVES,MG,4270,3032,987,1523
GONZAGA,MG,5620,3132,1716,987
GOUVEIA,MG,11569,7900,5053,1878
CURRALINHO,PA,25388,18561,13871,3556
GRÃO MOGOL,MG,14594,8332,5697,1759
GRUPIARA,MG,1412,1294,596,574
GUANHÃES,MG,29286,17418,8763,6333
GOVERNADOR VALADARES,MG,260396,152959,53339,84540
GUAPÉ,MG,13152,8306,2881,4537
GUARACIABA,MG,10428,6051,3851,1380
SANTA CRUZ DO ESCALVADO,MG,5193,4081,2694,999
GUARANÉSIA,MG,18147,11757,6312,4027
GUARANI,MG,9487,5474,3405,1538
GUARARÁ,MG,4017,2788,1425,1042
CURUÇÁ,PA,33768,26486,17963,6246
GUARDA-MOR,MG,6577,4374,2025,1957
GUIDOVAL,MG,7321,5260,2975,1704
GUAXUPÉ,MG,47894,29817,13672,12288
GUIMARÂNIA,MG,6946,5337,2281,2382
GUIRICEMA,MG,8906,5946,3398,1837
GURINHATÃ,MG,6194,3473,1609,1559
IPIAÇU,MG,4191,2393,1415,793
HELIODORA,MG,6005,4198,2078,1481
IBERTIOGA,MG,5057,3894,2595,869
BANNACH,PA,3812,2213,848,1238
IBIAÍ,MG,7571,4469,3233,862
IBIÁ,MG,22069,12651,6019,5317
IBIRACI,MG,11023,7080,2836,3637
FARO,PA,17253,5081,3988,883
IBIRITÉ,MG,148535,101610,46074,41359
IBITURUNA,MG,2825,1835,868,715
NOVA IPIXUNA,PA,14086,8654,4272,3577
MARABÁ,PA,196468,142090,62397,68175
IGARAPÉ,MG,31135,25239,10933,10839
IGARATINGA,MG,8477,6569,2678,3191
IGUATAMA,MG,7632,4999,2573,1932
IJACI,MG,5687,4520,2006,1689
ILICÍNEA,MG,11265,7773,3793,3241
INCONFIDENTES,MG,7253,5117,2083,2458
INDIANÓPOLIS,MG,6244,3926,2042,1537
INGAÍ,MG,2496,2135,1148,718
INHAPIM,MG,24289,14096,6091,6787
GURUPÁ,PA,24384,17593,12035,4414
INHAÚMA,MG,5347,4619,2215,1843
IPANEMA,MG,17128,11407,5372,5008
PLACAS,PA,17898,10404,3556,6104
RURÓPOLIS,PA,32950,14382,5410,7831
ITUIUTABA,MG,92727,58898,31547,22028
IPUIÚNA,MG,9183,6306,2641,3003
IRAÍ DE MINAS,MG,6295,4991,2218,2393
IGARAPÉ-AÇU,PA,33778,25236,16956,5923
ITABIRA,MG,105159,74681,35025,27203
ITABIRINHA,MG,10338,6051,2906,2575
ITACAMBIRA,MG,5018,3512,2624,581
ITABIRITO,MG,41522,34562,16176,12009
ITACARAMBI,MG,17626,9368,6166,2292
ITAGUARA,MG,12292,8827,3502,3602
MARITUBA,PA,93416,69755,34111,27552
ITAMARANDIBA,MG,31883,19260,10799,5899
ITAJUBÁ,MG,86673,55261,17222,30471
WENCESLAU BRAZ,MG,2509,2405,981,1107
ITAMARATI DE MINAS,MG,4035,2927,1709,937
IGARAPÉ-MIRI,PA,54673,41682,25116,13133
ITAMBACURI,MG,22635,12229,7693,3338
ITAMBÉ DO MATO DENTRO,MG,2434,2018,1221,501
ITAMOGI,MG,10828,7118,2982,3225
ITAMONTE,MG,13756,9468,3371,4854
ITANHANDU,MG,14395,9923,4072,4431
ITANHOMI,MG,11880,7068,3692,2694
ITAOBIM,MG,20986,11674,6506,4077
ITAPAGIPE,MG,14019,7875,3417,3663
TRACUATEUA,PA,26129,19412,14326,3662
ITAPECERICA,MG,20653,14513,7222,5360
ITATIAIUÇU,MG,8953,8334,3008,4210
INHANGAPI,PA,9592,7689,4409,2509
ITAÚNA,MG,81833,57226,17554,31636
ITAVERAVA,MG,5724,4658,2591,1400
ITINGA,MG,14587,7749,5667,1445
ITUETA,MG,5830,3751,1287,2158
QUATIPURU,PA,12620,7500,5259,1673
ITUMIRIM,MG,6439,4748,2304,1660
ITURAMA,MG,31495,22645,11617,9239
ITUTINGA,MG,4051,2981,1716,907
JABOTICATUBAS,MG,15496,11936,5715,4555
IRITUIA,PA,29746,21121,14636,4612
JACINTO,MG,12422,6537,4028,1866
JACUÍ,MG,7225,5247,1463,3068
JAGUARAÇU,MG,2782,2496,1110,1161
JANAÚBA,MG,65387,40823,21150,15529
JAPARAÍBA,MG,3688,2922,1241,1225
JANUÁRIA,MG,64985,34675,24340,7098
JECEABA,MG,5892,4847,2708,1467
JEQUERI,MG,12965,7701,4797,1930
JEQUITAÍ,MG,8029,4499,3006,1021
JEQUITIBÁ,MG,5491,4635,2092,1930
JEQUITINHONHA,MG,23982,12417,8828,2462
JESUÂNIA,MG,4821,3313,1402,1477
ITAITUBA,PA,118194,57484,20800,32445
JOAÍMA,MG,14881,7128,4988,1379
JOANÉSIA,MG,5628,3566,1857,1287
ANAPU,PA,17787,16534,6283,9288
PACAJÁ,PA,38365,21372,8211,11557
JOÃO MONLEVADE,MG,71658,47815,21601,19501
JOÃO PINHEIRO,MG,43229,28202,12791,13036
JORDÂNIA,MG,10751,5396,3128,1694
ITUPIRANGA,PA,42002,24345,14322,8472
NOVA UNIÃO,MG,5461,4261,2309,1354
JURAMENTO,MG,3960,3372,2202,859
MONTES CLAROS,MG,352384,233888,104190,100011
JURUAIA,MG,8260,7366,2633,3907
LAGAMAR,MG,7636,4956,2125,2369
LAGOA DA PRATA,MG,44159,28483,10022,14777
JUIZ DE FORA,MG,513348,332299,167048,121945
LAGOA DOS PATOS,MG,4448,2638,1524,836
LAGOA DOURADA,MG,11792,8634,3756,3466
LAGOA FORMOSA,MG,16521,12083,4961,5598
LAGOA SANTA,MG,44922,40082,13752,20728
LAMBARI,MG,18547,13279,4533,7218
LAMIM,MG,3546,2809,1907,580
LARANJAL,MG,6310,4799,2349,2076
JACUNDÁ,PA,51511,24970,13309,9627
LASSANCE,MG,6458,4204,2577,1224
LAVRAS,MG,87421,59133,25243,24450
LEANDRO FERREIRA,MG,2955,2636,1063,1285
CACHOEIRA DO PIRIÁ,PA,17649,10675,7415,2476
VISEU,PA,53217,33511,25666,5803
LIBERDADE,MG,5333,3465,1953,956
LEOPOLDINA,MG,49915,31788,17698,10855
CANDEIAS DO JAMARI,RO,16736,13704,5124,7449
LIMA DUARTE,MG,15909,11243,7229,2717
LUMINÁRIAS,MG,5374,3641,1863,1250
JURUTI,PA,33775,29214,16377,10785
LUZ,MG,17173,10781,4330,5320
MACHACALIS,MG,6855,4434,2654,1385
MADRE DE DEUS DE MINAS,MG,4951,3612,1989,1143
PIÇARRA,PA,12707,7299,3322,3548
MALACACHETA,MG,17917,10299,6271,2933
MANGA,MG,20903,11367,6995,3358
MANHUAÇU,MG,74297,46738,19359,22500
MANHUMIRIM,MG,20209,12908,5988,5531
LIMOEIRO DO AJURU,PA,23284,18287,12509,4276
MARAVILHAS,MG,6840,5220,2147,2501
MAR DE ESPANHA,MG,11139,8291,3959,3369
MARIA DA FÉ,MG,14249,9950,3326,5257
MARIANA,MG,51693,40868,25076,9949
MARILAC,MG,4285,2863,1767,828
MARIPÁ DE MINAS,MG,2827,2311,1076,997
PEQUERI,MG,2997,2636,1406,981
BELTERRA,PA,12707,11907,5917,5006
SANTARÉM,PA,274285,190836,78022,92587
MARLIÉRIA,MG,3743,3385,1642,1377
MARMELÓPOLIS,MG,3100,2365,1019,1005
MARTINHO CAMPOS,MG,12165,8621,3167,4384
MATERLÂNDIA,MG,4662,2796,1955,503
MAGALHÃES BARATA,PA,7650,6700,4356,1816
MATEUS LEME,MG,25627,20955,8950,8847
MATIAS BARBOSA,MG,13205,9603,4975,3603
MATIPÓ,MG,16430,11644,6004,4521
MATO VERDE,MG,12664,8609,5058,2757
MATOZINHOS,MG,33317,23923,10713,9569
MATUTINA,MG,3700,2524,1123,1096
MEDEIROS,MG,3238,2406,897,1276
MEDINA,MG,20667,11552,7400,3111
MENDES PIMENTEL,MG,6431,3714,1886,1383
MERCÊS,MG,10452,6802,4165,1824
MESQUITA,MG,6493,3826,1884,1512
MINAS NOVAS,MG,30578,12870,9226,2251
MINDURI,MG,3603,2577,1256,1048
MIRABELA,MG,12769,8048,5389,1957
MIRADOURO,MG,10197,6853,3712,2442
MIRAÍ,MG,12949,7803,3541,3490
MOEDA,MG,4506,4221,1867,1761
SAPUCAIA,PA,5117,3217,1651,1371
MOEMA,MG,6754,4942,2087,2264
MONJOLOS,MG,2303,1606,981,468
MONSENHOR PAULO,MG,7391,5452,2503,2281
MONTALVÂNIA,MG,15961,8952,5839,2283
MARACANÃ,PA,28296,20923,13482,5778
MONTE ALEGRE DE MINAS,MG,18348,11193,5656,4347
MONTE AZUL,MG,22437,13807,7832,4657
MONTE BELO,MG,12573,8019,3703,3309
NOVA RESENDE,MG,14145,10934,4098,5399
MONTE CARMELO,MG,44367,28060,13695,11325
MONTE SANTO DE MINAS,MG,20133,12730,5237,5608
MONTE SIÃO,MG,19228,14551,3246,9824
MORADA NOVA DE MINAS,MG,8297,5459,2360,2565
MARAPANIM,PA,26651,18899,11870,5296
MORRO DA GARÇA,MG,2887,2131,1414,515
MORRO DO PILAR,MG,3474,2751,1746,660
MUNHOZ,MG,6298,4719,2023,2183
MUTUM,MG,26331,16484,7472,7613
MUZAMBINHO,MG,19925,13960,5789,6591
MURIAÉ,MG,95548,62579,27227,28627
NACIP RAYDAN,MG,2957,1801,1119,512
NATÉRCIA,MG,4623,3240,1052,1578
NANUQUE,MG,40307,20557,9662,9124
NAZARENO,MG,7716,5288,3193,1464
NEPOMUCENO,MG,24430,15962,6925,6868
NOVA ERA,MG,17932,11496,6130,3856
NOVA LIMA,MG,72207,61117,27690,23892
RIO ACIMA,MG,8257,7381,3696,2621
RAPOSOS,MG,14874,11484,6263,3317
NOVA MÓDICA,MG,3878,2607,1493,833
MELGAÇO,PA,17845,12793,8042,3857
NOVA PONTE,MG,11586,9543,4414,4276
NOVA SERRANA,MG,60195,48470,12729,31098
OLARIA,MG,2380,1785,1116,470
NOVO CRUZEIRO,MG,30331,14660,10223,2791
OLÍMPIO NORONHA,MG,2505,2073,1178,652
MOCAJUBA,PA,23258,21907,15487,4909
OLIVEIRA,MG,37805,26737,11995,10656
ONÇA DE PITANGUI,MG,3019,2651,1014,1378
OURO FINO,MG,31154,19320,5688,10885
OURO VERDE DE MINAS,MG,6832,4835,2760,1651
OURO PRETO,MG,67048,51806,32572,12345
PADRE PARAÍSO,MG,18120,8987,5009,2980
PAINEIRAS,MG,4594,3258,1826,1057
PAINS,MG,8122,5457,2421,2476
ITAPUÃ DO OESTE,RO,7905,4562,1707,2481
PAIVA,MG,1630,1397,852,372
PALMA,MG,6118,3889,2361,1208
FRONTEIRA DOS VALES,MG,4835,2539,1807,438
PAPAGAIOS,MG,14410,9613,4566,4107
MOJU,PA,63821,44251,30251,10858
PARACATU,MG,79739,51033,20380,25202
PARÁ DE MINAS,MG,79852,52759,16698,27692
PARAGUAÇU,MG,19603,12905,5450,6014
SERRANIA,MG,7370,4894,2325,2016
PARAISÓPOLIS,MG,18088,12854,4560,6252
PARAOPEBA,MG,22204,16361,7049,7292
PASSABÉM,MG,1801,1428,813,416
PASSA QUATRO,MG,15285,10635,5024,4147
MONTE ALEGRE,PA,61350,39364,18112,17901
PASSA TEMPO,MG,8494,5845,3029,1920
PASSA VINTE,MG,2082,1907,928,729
PASSOS,MG,102765,62141,26594,27878
PATROCÍNIO DO MURIAÉ,MG,5319,4135,2186,1554
PATROCÍNIO,MG,81589,52936,19008,27014
PAULA CÂNDIDO,MG,9086,5837,3847,1301
VIÇOSA,MG,70404,48505,29659,12668
PAULISTAS,MG,4893,2996,2207,444
PEÇANHA,MG,17157,9038,5470,2533
PEDRA AZUL,MG,24851,11176,6131,3754
PEDRA DO ANTA,MG,3672,2763,1793,616
PEDRA DO INDAIÁ,MG,3921,2942,1122,1414
MUANÁ,PA,28796,22063,15710,4758
PEDRALVA,MG,11184,7419,2808,3491
PEDRINÓPOLIS,MG,3448,2744,1239,1227
PEDRO LEOPOLDO,MG,56518,39529,15871,17728
PEQUI,MG,4232,2995,1375,1301
PERDIGÃO,MG,7310,6570,1545,4350
NOVA TIMBOTEUA,PA,12103,9375,6352,2216
PERDIZES,MG,13924,9832,3956,4852
PERDÕES,MG,19407,13678,5548,6303
PESCADOR,MG,4056,2380,1433,705
PIAU,MG,2973,2518,1496,765
PIEDADE DE PONTE NOVA,MG,4113,2950,1919,745
PIEDADE DO RIO GRANDE,MG,4781,3090,1612,991
PIEDADE DOS GERAIS,MG,4542,3820,1763,1546
PIMENTA,MG,8164,5569,2246,2561
PIRACEMA,MG,6554,4884,2590,1517
ÓBIDOS,PA,46793,29880,19762,7800
PIRAJUBA,MG,3694,3378,1734,1394
PIRANGA,MG,17208,9945,5694,2628
PIRANGUINHO,MG,7849,5762,2403,2552
PIRAPETINGA,MG,10240,7741,4034,3079
PIRAÚBA,MG,10686,6781,3692,2436
RIO POMBA,MG,16709,11505,6084,4046
TABULEIRO,MG,4061,3838,2155,1240
