MUNICIPIO,ESTADO,POPULACAOESTIMADA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
PASSAGEM,RN,3114,3076,1836,960
PATU,RN,12861,7917,5652,1630
PARNAMIRIM,RN,272490,113592,48084,53530
PAU DOS FERROS,RN,30802,17072,12280,3513
PEDRA PRETA,RN,2419,2201,1465,548
PEDRO VELHO,RN,14881,9174,6350,2015
VILA FLOR,RN,3217,2740,1923,587
PENDÊNCIAS,RN,15411,8821,6626,1551
NATAL,RN,896708,465181,225529,188942
PILÕES,RN,3900,2799,2345,294
POÇO BRANCO,RN,15646,9157,6922,1506
PORTALEGRE,RN,7944,5412,3495,1233
SERRA CAIADA,RN,10646,6810,4522,1761
PUREZA,RN,9825,6397,4479,1311
RAFAEL FERNANDES,RN,5158,4077,3193,598
RIACHO DA CRUZ,RN,3648,2356,1811,362
RIACHO DE SANTANA,RN,4194,3124,2529,393
RIACHUELO,RN,8310,5346,3667,1288
RODOLFO FERNANDES,RN,4457,3482,2611,555
RUY BARBOSA,RN,3584,3238,1701,1304
SÃO FRANCISCO DO OESTE,RN,4281,3241,2358,552
SANTA CRUZ,RN,40295,21529,13939,5615
SANTO ANTÔNIO,RN,24422,14957,10080,3415
SÃO BENTO DO TRAIRÍ,RN,4541,3345,2310,697
SÃO GONÇALO DO AMARANTE,RN,104919,60909,33841,21368
SÃO JOSÉ DO CAMPESTRE,RN,12901,8311,5148,2438
SÃO JOSÉ DE MIPIBU,RN,44566,25511,14959,7970
VERA CRUZ,RN,12789,9217,5710,2521
SÃO JOSÉ DO SERIDÓ,RN,4696,3746,2689,714
SÃO PAULO DO POTENGI,RN,17858,11392,6085,4257
SÃO PEDRO,RN,5889,5066,3439,1196
SÃO RAFAEL,RN,8183,6006,4033,1388
SÃO TOMÉ,RN,11051,7472,3977,2924
SENADOR ELÓI DE SOUZA,RN,6167,4575,3123,1079
SENADOR GEORGINO AVELINO,RN,4527,3184,2013,890
SERRA DE SÃO BENTO,RN,5739,4487,2991,1032
SERRA NEGRA DO NORTE,RN,8105,5124,3358,1343
SERRINHA,RN,6128,5501,3618,1302
SÍTIO NOVO,RN,5600,4000,3021,641
TABOLEIRO GRANDE,RN,2606,2409,1743,500
TAIPU,RN,12314,8581,6286,1499
TENENTE ANANIAS,RN,10923,6447,4700,1280
TANGARÁ,RN,16008,9411,5732,2697
TIMBAÚBA DOS BATISTAS,RN,2427,1846,1212,479
TOUROS,RN,33716,21446,12838,6809
UPANEMA,RN,14937,9793,5631,3273
UMARIZAL,RN,10485,7030,5270,1143
VÁRZEA,RN,5529,4078,2540,1202
VIÇOSA,RN,1731,1512,1106,259
RIACHÃO DO POÇO,PB,4571,3691,2376,902
GUAJARÁ-MIRIM,RO,46930,21166,7087,12301
ÁGUA BRANCA,PB,10375,5958,4763,664
JURU,PB,9831,6440,5181,672
SOBRADO,PB,7845,5967,3849,1402
AGUIAR,PB,5622,3818,2965,571
SÃO JOSÉ DOS RAMOS,PB,6037,4459,3153,834
ALAGOA GRANDE,PB,28384,17270,11860,3573
CAPIM,PB,6715,5404,3634,1147
ALAGOA NOVA,PB,20992,12791,8721,2243
CUITÉ DE MAMANGUAPE,PB,6360,5544,4137,834
ALAGOINHA,PB,14629,9308,7026,1385
PRESIDENTE MÉDICI,RO,18165,11523,2889,7589
CURRAL DE CIMA,PB,5209,4618,3402,650
ALHANDRA,PB,19865,15605,8729,5275
RIACHÃO DO BACAMARTE,PB,4562,3751,2569,720
SÃO JOÃO DO RIO DO PEIXE,PB,18020,11665,8822,1697
MATINHAS,PB,4528,3582,2566,603
ARAÇAGI,PB,16857,11137,8345,1557
LOGRADOURO,PB,4406,3353,2102,897
ARARA,PB,13613,7099,4885,1324
SERTÃOZINHO,PB,5152,3541,2532,665
ARARUNA,PB,20610,10358,7030,2175
RIACHÃO,PB,3650,2488,1842,439
AREIA,PB,22493,15545,10772,2838
SÃO DOMINGOS DO CARIRI,PB,2645,2089,1413,468
BOQUEIRÃO,PB,17934,12343,7791,3256
AREIAL,PB,7054,4661,3108,965
ESPERANÇA,PB,33386,20909,12899,5398
CARAÚBAS,PB,4206,3583,2678,597
AROEIRAS,PB,19081,12827,9398,2131
SANTO ANDRÉ,PB,2496,1829,1384,270
JUNCO DO SERIDÓ,PB,7238,5463,3874,988
DAMIÃO,PB,5409,3500,2703,430
SOSSÊGO,PB,3631,2756,2189,305
BAÍA DA TRAIÇÃO,PB,9197,6112,4775,892
BARAÚNA,PB,5033,3897,2906,608
ASSUNÇÃO,PB,4067,3307,2379,638
BANANEIRAS,PB,21220,13275,9600,2173
BELÉM,PB,17733,11475,7468,2725
DONA INÊS,PB,10375,7517,5920,891
ZABELÊ,PB,2269,1729,1374,207
MONTEIRO,PB,33638,21350,15584,3754
BARRA DE SANTA ROSA,PB,15607,8651,6609,1350
ALGODÃO DE JANDAÍRA,PB,2588,2425,1912,304
BARRA DE SÃO MIGUEL,PB,6095,5216,3541,1217
CACIMBAS,PB,7225,4632,3693,513
CAJAZEIRINHAS,PB,3217,3064,2353,464
BAYEUX,PB,97519,62712,30224,25160
SÃO BENTINHO,PB,4602,3011,2378,376
BELÉM DO BREJO DO CRUZ,PB,7356,5033,3502,1077
SÃO DOMINGOS,PB,3119,2570,1769,496
POMBAL,PB,32803,20097,12479,5544
BOA VENTURA,PB,5248,3775,2859,559
NOVA OLINDA,PB,5892,3704,2863,455
SÃO JOSÉ DE PRINCESA,PB,3898,2868,2334,255
BOM JESUS,PB,2588,2498,2059,230
MARIZÓPOLIS,PB,6689,5159,3448,1201
BOM SUCESSO,PB,4937,3758,3112,344
MATO GROSSO,PB,2944,2328,1969,176
BONITO DE SANTA FÉ,PB,12126,5980,4223,1269
BERNARDINO BATISTA,PB,3571,2430,1923,323
POÇO DE JOSÉ DE MOURA,PB,4366,3198,2491,422
IGARACY,PB,6092,4485,3322,687
BORBOREMA,PB,5311,3571,2576,616
SANTA INÊS,PB,3591,2740,2315,205
CONCEIÇÃO,PB,19030,11561,8474,1959
BREJO DO CRUZ,PB,14287,8371,5514,1983
BREJO DOS SANTOS,PB,6479,4888,3335,1121
CASSERENGUE,PB,7530,4668,3531,602
GADO BRAVO,PB,8292,6219,4626,891
CAAPORÃ,PB,22079,13977,8794,3806
CABACEIRAS,PB,5710,4171,2555,1131
POÇO DANTAS,PB,3877,3079,2543,316
JOCA CLAUDINO,PB,2640,1979,1550,250
CACHOEIRA DOS ÍNDIOS,PB,10364,6188,4870,742
CABEDELO,PB,69773,40789,19453,16630
TENÓRIO,PB,3103,2212,1672,348
CACIMBA DE AREIA,PB,3708,3208,2455,494
COXIXOLA,PB,1948,1592,1196,258
CACIMBA DE DENTRO,PB,17169,10599,7392,2056
CAIÇARA,PB,7182,4390,2885,1037
PEDRO RÉGIS,PB,6139,4003,2641,828
ALCANTIL,PB,5527,4068,2261,1309
CAJAZEIRAS,PB,62576,38177,28685,6105
CALDAS BRANDÃO,PB,6077,4408,3136,869
BARRA DE SANTANA,PB,8338,6151,4145,1268
CAMALAÚ,PB,6048,4886,4047,441
CATURITÉ,PB,4898,3991,2831,720
QUEIMADAS,PB,44388,29777,19644,6898
CARRAPATEIRA,PB,2714,1811,1422,232
CATINGUEIRA,PB,4938,3784,2673,763
PIANCÓ,PB,16147,10235,6929,2157
APARECIDA,PB,8482,5761,4090,1158
CATOLÉ DO ROCHA,PB,30819,17957,12620,3665
VIEIRÓPOLIS,PB,5395,4042,3037,623
IBIARA,PB,5877,4473,3424,610
AREIA DE BARAÚNAS,PB,2105,1790,1378,238
CONDADO,PB,6662,4491,3380,667
CAMPINA GRANDE,PB,413830,256468,119110,102633
MASSARANDUBA,PB,14077,9447,6005,2216
BOA VISTA,PB,7218,5215,3314,1345
CONDE,PB,25341,18742,10635,6106
SANTA RITA,PB,138093,82630,43447,28507
CONGO,PB,4787,4395,3395,655
MARCAÇÃO,PB,8746,5816,4570,770
COREMAS,PB,15438,9342,6736,1788
MATURÉIA,PB,6690,4330,3355,532
SANTA CECÍLIA,PB,6526,5639,3876,1180
UMBUZEIRO,PB,9914,5928,4197,1070
CRUZ DO ESPÍRITO SANTO,PB,17599,13497,8879,3076
CUBATI,PB,7866,5326,3677,1084
APUÍ,AM,22739,7940,2885,4600
CUITEGI,PB,6748,4506,3143,839
CUITÉ,PB,20331,13524,10224,1964
CURRAL VELHO,PB,2508,2057,1479,350
DESTERRO,PB,8332,5854,4426,946
NOVO AIRÃO,AM,20395,8872,4505,3677
VISTA SERRANA,PB,3850,2459,1722,482
DIAMANTE,PB,6506,4423,3316,685
DUAS ESTRADAS,PB,3569,2915,2051,564
EMAS,PB,3556,2603,1875,486
GUAJARÁ,AM,17193,7977,3135,4154
FAGUNDES,PB,11180,7473,5413,1168
FREI MARTINHO,PB,2989,2366,1619,510
GURINHÉM,PB,14125,9141,6346,1912
GURJÃO,PB,3477,2610,2055,339
GUARABIRA,PB,59389,35532,20150,11134
IMACULADA,PB,11877,6364,5095,687
INGÁ,PB,18184,11942,7763,3046
ITATUBA,PB,11069,6945,4737,1486
ANORI,AM,21937,8204,4574,3066
ITABAIANA,PB,24363,15500,9046,4973
SALGADO DE SÃO FÉLIX,PB,12123,8046,5394,1802
ITAPORANGA,PB,24960,13383,9547,2520
ITAPOROROCA,PB,18978,10892,7466,2186
CAREIRO DA VÁRZEA,AM,31459,13041,7716,4226
JACARAÚ,PB,14467,10549,6927,2527
JERICÓ,PB,7751,5452,4328,732
JUAREZ TÁVORA,PB,8014,6144,4321,1234
ATALAIA DO NORTE,AM,20868,6194,4724,1051
JUAZEIRINHO,PB,18422,10736,7593,2141
JURIPIRANGA,PB,10830,8137,5481,1867
LAGOA,PB,4640,3744,2933,461
LAGOA DE DENTRO,PB,7754,5572,3998,1067
LAGOA SECA,PB,27728,17593,9738,5279
AUTAZES,AM,41005,21979,13625,6885
LIVRAMENTO,PB,7274,4341,3074,830
TAPEROÁ,PB,15505,8617,6254,1396
LUCENA,PB,13344,10051,6128,2885
MÃE D'ÁGUA,PB,3988,3052,2363,455
MALTA,PB,5745,4083,3251,491
MANAÍRA,PB,10988,6211,4997,613
PRINCESA ISABEL,PB,23749,12825,10022,1637
JOÃO PESSOA,PB,825796,475083,217243,203971
MAMANGUAPE,PB,45385,26029,16175,6938
MATARACA,PB,8642,7106,4611,1770
MARI,PB,21895,14576,9659,3414
MOGEIRO,PB,13238,8733,5680,2275
MONTADAS,PB,5806,4117,2679,934
MONTE HOREBE,PB,4867,3033,2399,339
BARCELOS,AM,27772,7549,4675,2299
MULUNGU,PB,9962,7484,5197,1480
NATUBA,PB,10449,5099,3340,997
NAZAREZINHO,PB,7271,5700,4549,700
NOVA FLORESTA,PB,10614,6280,4471,1072
NOVA PALMEIRA,PB,5011,3209,2473,401
OLHO D'ÁGUA,PB,6399,5296,3858,827
OLIVEDOS,PB,3989,2998,2034,619
SOLEDADE,PB,15211,9726,6309,2269
OURO VELHO,PB,3052,2300,1750,409
PASSAGEM,PB,2453,2080,1522,382
BARREIRINHA,AM,32919,16739,14691,1207
PATOS,PB,108766,54500,33293,15304
PAULISTA,PB,12411,8376,5695,1906
PEDRA BRANCA,PB,3802,2972,2011,601
PEDRA LAVRADA,PB,7954,4764,3473,773
PEDRAS DE FOGO,PB,28607,19346,11992,5349
PICUÍ,PB,18737,11991,8183,2450
COSTA MARQUES,RO,19255,6888,2551,3883
PILAR,PB,12036,8374,5627,1952
PILÕES,PB,6518,4676,3357,793
PILÕEZINHOS,PB,4937,4243,3104,636
BENJAMIN CONSTANT,AM,44873,16926,13665,2372
PIRPIRITUBA,PB,10590,6170,4183,1220
PITIMBU,PB,19478,9620,6221,2666
POCINHOS,PB,18848,11822,7026,3289
PRATA,PB,4265,3336,2310,744
PUXINANÃ,PB,13801,10000,6170,2582
BOCA DO ACRE,AM,34958,16251,7234,7640
REMÍGIO,PB,19973,11325,8177,2056
RIACHO DOS CAVALOS,PB,8555,6240,4857,854
RIO TINTO,PB,24258,15691,10175,3965
SALGADINHO,PB,3975,2559,1841,449
SANTA CRUZ,PB,6579,4605,3669,648
SANTA HELENA,PB,5853,4589,3763,454
SANTA LUZIA,PB,15470,9720,6385,2272
SÃO MAMEDE,PB,7682,5798,3911,1322
SANTANA DOS GARROTES,PB,6942,4492,3100,829
SANTANA DE MANGUEIRA,PB,5098,3505,2858,325
BORBA,AM,42328,16571,12422,3231
SÃO BENTO,PB,34650,22285,11470,8276
SÃO JOÃO DO CARIRI,PB,4170,3488,2679,530
SÃO JOÃO DO TIGRE,PB,4408,3210,2406,468
SÃO JOSÉ DA LAGOA TAPADA,PB,7622,5430,4162,779
SÃO JOSÉ DE CAIANA,PB,6394,3911,2940,602
SÃO JOSÉ DE ESPINHARAS,PB,4631,3523,2664,594
SÃO JOSÉ DE PIRANHAS,PB,20406,12197,9612,1570
SÃO JOSÉ DO BONFIM,PB,3619,3353,2363,715
CANUTAMA,AM,15981,7006,3835,2657
SÃO JOSÉ DO SABUGI,PB,4153,3669,2514,767
SÃO JOSÉ DOS CORDEIROS,PB,3607,2775,2150,405
SÃO MIGUEL DE TAIPU,PB,7450,5076,2743,1798
SÃO SEBASTIÃO DE LAGOA DE ROÇA,PB,11793,6653,4118,1549
SÃO SEBASTIÃO DO UMBUZEIRO,PB,3534,2558,2036,271
SAPÉ,PB,52977,30177,18697,7905
SÃO VICENTE DO SERIDÓ,PB,10919,6786,4853,1188
SERRA BRANCA,PB,13807,8401,5629,1943
SERRA DA RAIZ,PB,3114,2451,1598,545
SERRA GRANDE,PB,2921,2436,1894,303
SERRA REDONDA,PB,7001,5197,3593,1020
CARAUARI,AM,28719,14082,10185,2690
SERRARIA,PB,6037,3369,2286,642
SOLÂNEA,PB,26051,16633,10994,3743
SUMÉ,PB,17096,11043,8323,1885
SOUSA,PB,69997,39369,25912,9618
TACIMA,PB,11024,5959,4188,1220
CAREIRO,AM,38820,17561,10450,5472
TAVARES,PB,14791,8574,7058,811
TEIXEIRA,PB,15333,9414,7140,1452
TRIUNFO,PB,9473,5854,4750,588
UIRAÚNA,PB,15356,9993,7562,1607
VÁRZEA,PB,2870,2228,1773,300
CODAJÁS,AM,29691,11906,6895,4334
EIRUNEPÉ,AM,36121,14530,10000,3243
COARI,AM,86713,35730,20449,12717
COLORADO DO OESTE,RO,15213,9981,2534,6620
QUIXABA,PE,6796,5184,4481,442
AFOGADOS DA INGAZEIRA,PE,37546,22633,16611,4359
LAGOA DO CARRO,PE,18429,12687,8314,3366
CARPINA,PE,85131,47935,24842,18548
AFRÂNIO,PE,19981,13773,9681,2616
SANTA CRUZ DA BAIXA VERDE,PE,12708,8567,6847,1103
AGRESTINA,PE,25240,16334,11605,3281
CUPIRA,PE,24237,15908,9633,4814
XEXÉU,PE,14789,8279,5405,2054
JOAQUIM NABUCO,PE,15999,10575,7049,2600
ÁGUA PRETA,PE,37386,14729,10183,3318
VERTENTE DO LÉRIO,PE,7526,6032,4493,971
CASINHAS,PE,14395,9566,7151,1403
SANTA CRUZ,PE,15713,9814,8169,1105
OURICURI,PE,70466,37505,29860,4490
ÁGUAS BELAS,PE,43923,24088,17736,4394
ALAGOINHA,PE,14798,9929,8207,973
JUCATI,PE,11545,7716,6100,940
BREJÃO,PE,8981,7653,5845,1206
ENVIRA,AM,20748,7531,5052,1668
DORMENTES,PE,19246,12915,9469,2316
ALIANÇA,PE,38408,21705,14410,5390
CONDADO,PE,26755,16093,10592,4075
ITAQUITINGA,PE,17056,10884,6997,2965
ALTINHO,PE,22996,14091,10070,2695
CARNAUBEIRA DA PENHA,PE,13117,9280,8168,642
AMARAJI,PE,22910,13526,8525,3711
LAGOA GRANDE,PE,26090,16095,12188,2587
ANGELIM,PE,11301,6889,4999,1280
SÃO JOÃO,PE,23002,14319,11519,1683
ARAÇOIABA,PE,20936,13814,9036,3552
ARARIPINA,PE,85301,46163,33659,8091
ARCOVERDE,PE,75295,40251,28252,8763
MANARI,PE,22110,9471,8087,828
INAJÁ,PE,24034,11157,9587,964
BARRA DE GUABIRABA,PE,14632,9184,5545,2886
JATOBÁ,PE,14904,8316,6707,1072
BARREIROS,PE,42866,23494,14124,7283
TAMANDARÉ,PE,23852,15401,9737,4508
RIO FORMOSO,PE,23719,13291,8867,3343
BELÉM DE MARIA,PE,12169,7368,5097,1646
JAQUEIRA,PE,11632,6846,4669,1639
CATENDE,PE,43778,20242,13896,4607
FONTE BOA,AM,16409,11648,8484,2446
BELÉM DO SÃO FRANCISCO,PE,20730,12161,9731,1590
SANTA FILOMENA,PE,14645,9499,7786,1003
BETÂNIA,PE,12811,7156,5894,694
CALUMBI,PE,5744,5554,4657,582
BELO JARDIM,PE,76930,49859,31952,12221
BEZERROS,PE,60960,39215,26340,9262
BODOCÓ,PE,38605,20612,17029,1817
BOM CONSELHO,PE,48975,26190,19475,4457
BOM JARDIM,PE,40038,23150,16549,4636
OROBÓ,PE,23985,16089,11700,2721
BONITO,PE,38101,23623,14778,6728
BREJINHO,PE,7489,5749,4510,716
BREJO DA MADRE DE DEUS,PE,51696,26735,17122,7190
BUENOS AIRES,PE,13224,9288,6638,1812
BUÍQUE,PE,59448,28146,22412,3030
HUMAITÁ,AM,57195,24383,12604,9836
CABROBÓ,PE,34778,20442,15979,2915
CACHOEIRINHA,PE,20618,13698,9528,2840
CABO DE SANTO AGOSTINHO,PE,210796,136496,85327,36821
CAETÉS,PE,29065,13921,11800,1046
CAPOEIRAS,PE,20048,12536,10262,1248
CALÇADO,PE,10983,6276,5071,647
CAMOCIM DE SÃO FÉLIX,PE,19032,11997,8220,2767
SÃO JOAQUIM DO MONTE,PE,21439,14360,9717,3199
CAMUTANGA,PE,8592,5880,3941,1425
SANTA ISABEL DO RIO NEGRO,AM,26566,5571,3824,1253
CANHOTINHO,PE,24743,13278,8878,3163
CARNAÍBA,PE,19666,12051,9908,1322
CEDRO,PE,11972,8146,6720,767
CHÃ DE ALEGRIA,PE,13641,9600,6445,2338
GLÓRIA DO GOITÁ,PE,30847,18154,12606,3791
CHÃ GRANDE,PE,21929,15435,9718,4207
CARUARU,PE,369343,205619,109406,75159
CORRENTES,PE,18327,9440,7593,1178
PALMEIRINA,PE,7509,4746,3635,644
CORTÊS,PE,12543,8419,5666,1972
IPIXUNA,AM,31172,7719,4784,2061
CUSTÓDIA,PE,37633,21358,17684,2222
ESCADA,PE,69701,39300,25712,10034
EXU,PE,31709,21264,17233,2184
FEIRA NOVA,PE,22360,14553,8711,4366
FERREIROS,PE,12216,8265,5547,1939
FLORES,PE,22612,11708,9476,1293
TRIUNFO,PE,15232,10270,8173,1272
ITACOATIARA,AM,104046,55472,33742,17221
FLORESTA,PE,33488,18821,15262,2351
FREI MIGUELINHO,PE,15633,9428,6508,2248
VERTENTES,PE,21172,14318,9414,3673
GAMELEIRA,PE,31578,11474,7427,3112
RIBEIRÃO,PE,47813,22650,14723,6049
GARANHUNS,PE,141347,78560,54269,17690
GRANITO,PE,7586,5628,4547,608
GOIANA,PE,80345,52315,31649,16386
GRAVATÁ,PE,85309,54213,31678,16885
IATI,PE,19284,11039,8795,1312
IBIMIRIM,PE,29585,15350,13032,1474
IBIRAJUBA,PE,7773,5176,3880,827
ITAPIRANGA,AM,9312,6453,3679,2450
IGUARACY,PE,12265,6825,5499,816
IGARASSU,PE,119690,72677,43924,21690
INGAZEIRA,PE,4537,3387,2843,353
IPOJUCA,PE,99101,66935,45294,16142
IPUBI,PE,31515,16553,12744,2325
TRINDADE,PE,31103,17678,12455,3699
ITACURUBA,PE,5013,3567,2965,411
ITAÍBA,PE,26268,14715,11427,1977
ILHA DE ITAMARACÁ,PE,27076,14323,9799,3464
ITAPETIM,PE,13492,9372,7253,1417
JATAÚBA,PE,17305,11186,8464,1868
JOÃO ALFREDO,PE,33570,17343,12534,3045
SALGADINHO,PE,11214,7380,5327,1418
JUPI,PE,15007,10121,7953,1296
JUREMA,PE,15483,9153,6641,1598
LAGOA DE ITAENGA,PE,21490,14791,9114,4056
JURUÁ,AM,15495,5324,3019,1706
JABOATÃO DOS GUARARAPES,PE,711330,387274,199085,147224
LAGOA DO OURO,PE,13300,8462,6690,1063
LAGOA DOS GATOS,PE,16345,9098,6728,1656
LAJEDO,PE,40883,24722,16037,6280
LIMOEIRO,PE,56149,37209,24808,8855
MACAPARANA,PE,25565,15458,9459,4407
MACHADOS,PE,16549,7527,5386,1391
MARAIAL,PE,11098,6199,4125,1551
MIRANDIBA,PE,15548,8766,6717,1399
MORENO,PE,63792,40036,23781,11884
NAZARÉ DA MATA,PE,32673,21094,12288,6815
TRACUNHAÉM,PE,13856,9371,6033,2534
OROCÓ,PE,15309,9399,7204,1480
JUTAÍ,AM,13462,9487,6454,2080
OLINDA,PE,393734,258405,140857,91876
PALMARES,PE,63745,31740,20774,8326
PANELAS,PE,26438,15579,11203,2985
QUIPAPÁ,PE,26309,12118,9050,1942
PARANATAMA,PE,11608,8799,6968,1064
PARNAMIRIM,PE,22198,14418,12525,1200
PASSIRA,PE,28856,19874,13871,4199
PAUDALHO,PE,57346,36993,20713,12692
PEDRA,PE,22716,14626,11230,2051
LÁBREA,AM,47685,19173,12010,5785
PESQUEIRA,PE,68067,38770,30404,5516
PETROLÂNDIA,PE,37246,19419,15010,3178
PAULISTA,PE,336919,195450,105562,70659
POÇÃO,PE,11308,7308,5749,919
POMBOS,PE,27204,16977,10207,5066
VITÓRIA DE SANTO ANTÃO,PE,140389,84658,45702,30363
PRIMAVERA,PE,15231,8739,5879,2113
SÃO BENEDITO DO SUL,PE,16239,4950,3466,880
PETROLINA,PE,359372,190832,120083,52261
RIACHO DAS ALMAS,PE,20744,17177,11358,4108
MANACAPURU,AM,99613,57566,30532,22942
SAIRÉ,PE,9600,9524,6208,2266
RECIFE,PE,1661017,1041541,538562,390904
SALGUEIRO,PE,61561,32674,24858,5417
VERDEJANTE,PE,9572,7371,6026,775
SANHARÓ,PE,27308,11868,8811,2047
SALOÁ,PE,15880,9329,7637,929
SANTA CRUZ DO CAPIBARIBE,PE,111812,53119,23517,24637
SANTA MARIA DA BOA VISTA,PE,42266,24081,18836,3481
SANTA MARIA DO CAMBUCÁ,PE,14308,8600,5671,2159
SANTA TEREZINHA,PE,11914,6372,4990,859
SÃO BENTO DO UNA,PE,60567,27740,19472,5927
SÃO CAITANO,PE,37488,24846,17708,4577
MANAUS,AM,2255903,1199927,430562,622846
SÃO JOSÉ DA COROA GRANDE,PE,21868,12207,6724,4567
SÃO JOSÉ DO BELMONTE,PE,34082,20135,16519,2108
SÃO JOSÉ DO EGITO,PE,34210,18547,13915,3213
SÃO LOURENÇO DA MATA,PE,114910,67201,38450,21834
SÃO VICENTE FÉRRER,PE,18150,10963,7814,2176
MANICORÉ,AM,57405,24538,15479,7486
SERRA TALHADA,PE,87467,47850,34867,9239
SERRITA,PE,19226,11567,9692,991
SERTÂNIA,PE,36189,19300,15521,2362
SIRINHAÉM,PE,46845,21002,13019,6157
MOREILÂNDIA,PE,11269,7511,6161,732
SOLIDÃO,PE,6034,4365,3713,441
SURUBIM,PE,66192,38186,24534,10195
TABIRA,PE,28860,16412,13052,2368
MARAÃ,AM,18298,6078,4184,1535
TACAIMBÓ,PE,12843,8156,5771,1478
TACARATU,PE,26439,13523,11169,1480
ITAMBÉ,PE,36495,18973,12712,4600
TAQUARITINGA DO NORTE,PE,29472,17462,9425,6777
TEREZINHA,PE,7227,5025,3870,696
TERRA NOVA,PE,10314,6920,6081,460
TIMBAÚBA,PE,52587,33890,21021,9534
TORITAMA,PE,47088,27495,14495,11140
TUPANATINGA,PE,27793,12469,9516,1713
TUPARETAMA,PE,8266,6432,5347,753
MAUÉS,AM,66159,27296,22284,3705
VENTUROSA,PE,18835,11218,8615,1658
VICÊNCIA,PE,32897,17288,10797,4846
CAMARAGIBE,PE,159945,104582,54184,39415
NHAMUNDÁ,AM,21710,11129,9242,1440
ITAPISSUMA,PE,27144,16044,10730,3879
NOVA OLINDA DO NORTE,AM,38665,14313,10813,2531
ABREU E LIMA,PE,100698,68900,37691,24746
NOVO ARIPUANÃ,AM,26443,9424,6804,2021
PARIPUEIRA,AL,13484,9059,4070,4008
PARINTINS,AM,116439,54995,43220,7930
ÁGUA BRANCA,AL,20263,11403,9509,931
PARICONHA,AL,10546,6710,5663,495
ANADIA,AL,17507,9025,6234,1797
ESTRELA DE ALAGOAS,AL,18304,8265,6284,1077
JEQUIÁ DA PRAIA,AL,11495,6333,3064,2669
ARAPIRACA,AL,234309,121823,59431,48456
ATALAIA,AL,47540,23649,13894,7105
CAMPESTRE,AL,6972,4191,2685,1074
BARRA DE SANTO ANTÔNIO,AL,16201,9717,5358,3400
BARRA DE SÃO MIGUEL,AL,8434,6127,2739,2769
PAUINI,AM,19616,7731,5206,2045
BATALHA,AL,18440,9924,6244,2727
BELÉM,AL,4226,3872,2573,840
BELO MONTE,AL,6717,4640,3192,1006
BOCA DA MATA,AL,27429,14167,7789,4872
CEREJEIRAS,RO,16088,10031,1953,7323
BRANQUINHA,AL,10426,6338,4144,1536
MURICI,AL,28428,14787,8561,4472
MESSIAS,AL,18201,10965,6071,3768
CACIMBINHAS,AL,10920,6185,4189,1310
CAJUEIRO,AL,21397,9791,6053,2643
VIÇOSA,AL,25655,15920,9546,4677
PINDOBA,AL,2903,2418,1515,666
CAMPO ALEGRE,AL,57997,18911,11842,5299
LIMOEIRO DE ANADIA,AL,28904,14786,10494,2926
CAMPO GRANDE,AL,9576,6869,5082,1136
CANAPI,AL,17715,9721,7563,1249
MATA GRANDE,AL,25200,12341,9381,1804
CAPELA,AL,16907,9929,5477,3392
CARNEIROS,AL,9568,5231,3945,726
CHÃ PRETA,AL,7311,4611,3193,909
SANTO ANTÔNIO DO IÇÁ,AM,20889,12695,8905,3027
COITÉ DO NÓIA,AL,10594,6896,5049,1109
COLÔNIA LEOPOLDINA,AL,21935,10812,5517,4190
COQUEIRO SECO,AL,5882,4503,2509,1439
CORURIPE,AL,57647,30151,13085,13371
FELIZ DESERTO,AL,4803,2874,1668,918
DELMIRO GOUVEIA,AL,52501,29536,22645,4486
DOIS RIACHOS,AL,11059,6746,4778,1399
FEIRA GRANDE,AL,22192,13970,9890,2657
SÃO PAULO DE OLIVENÇA,AM,40837,14906,11870,2022
FLEXEIRAS,AL,12823,6454,3001,2685
GIRAU DO PONCIANO,AL,41549,20283,15297,3102
IBATEGUARA,AL,15637,8330,4787,2590
IGACI,AL,25596,14212,10478,2287
TAQUARANA,AL,20162,10850,7684,1986
IGREJA NOVA,AL,24670,13263,9234,2632
SÃO BRÁS,AL,6977,5111,3515,1227
INHAPI,AL,18398,9173,7096,1172
JACARÉ DOS HOMENS,AL,5185,3727,2829,610
JACUÍPE,AL,6992,4413,2904,1107
SILVES,AM,9289,6520,5151,1043
JAPARATINGA,AL,8444,5908,2523,2820
MARAGOGI,AL,33351,17365,6869,8799
JARAMATAIA,AL,5751,3917,2843,702
JOAQUIM GOMES,AL,24167,10862,7065,2685
JUNDIÁ,AL,4119,3537,1999,1138
JUNQUEIRO,AL,24716,16122,9773,4513
TEOTÔNIO VILELA,AL,44570,20479,11951,6197
LAGOA DA CANOA,AL,17692,11932,8047,2722
MAJOR ISIDORO,AL,19923,11359,7253,3012
MARAVILHA,AL,8850,5955,4282,1005
MARECHAL DEODORO,AL,52848,33141,13719,15343
MARIBONDO,AL,13123,8136,4974,2356
MAR VERMELHO,AL,3474,3216,2115,747
TAPAUÁ,AM,16876,9702,4747,4204
MATRIZ DE CAMARAGIBE,AL,24627,13626,5531,6749
MINADOR DO NEGRÃO,AL,5315,3717,2486,793
MONTEIRÓPOLIS,AL,7171,4327,3008,783
MACEIÓ,AL,1031597,506821,195714,240053
